InstAddress		Total_Execution	Total_Cycles	Instruction
90003b66		96                  	288                 	ADD   R22, R11
90003b68		96                  	20256               	LDX   R17, R24, 0xfff8
90003b6c		96                  	768                 	ST    R11, R24
90003b6e		96                  	384                 	ADDX  R22, R22, 0x1
90003b72		99                  	297                 	MOV   R22, R11
90003b74		99                  	396                 	COMP  R30, R11, 0x20
90003b78		99                  	1068                	JMP   R31, JNC, 0x00003112
90003b7e		3                   	9                   	MOVC  0, R24
90003b80		3                   	227                 	STX   R1, R24, 0xffe7
90003b84		3                   	9                   	MOVC  0, R22
90003b86		3                   	9                   	MOVC  0, R21
90003b88		3                   	33                  	JMP   R31, JMP, 0x00003178
90003bc8		3                   	209                 	COMPC 0, R21
90003bca		3                   	12                  	JMP   R31, JL, 0x0000318c
90003bd0		3                   	633                 	LDX   R17, R11, 0xfffc
90003bd4		3                   	9                   	COMPC 0, R11
90003bd6		3                   	15                  	JMP   R31, JG, 0x0000313e
90003bdc		3                   	9                   	COMPC 0, R21
90003bde		3                   	36                  	JMP   R31, JGE, 0x0000319c
90003bec		3                   	9                   	MOV   R22, R23
90003bee		3                   	633                 	LD    --R0, R22
90003bf0		3                   	633                 	LD    --R0, R21
90003bf2		3                   	9                   	MOV   R17, R1
90003bf4		3                   	633                 	LD    --R0, R17
90003bf6		3                   	633                 	LD    --R0, R16
90003bf8		3                   	33                  	JMP   R16, JMP
90003bfa		11                  	299                 	ST    R0++, R16
90003bfc		11                  	99                  	ST    R0++, R17
90003bfe		11                  	33                  	MOV   R1, R17
90003c00		11                  	244                 	ADD   R30, R1, 0x120
90003c04		11                  	99                  	ST    R0++, R14
90003c06		11                  	99                  	ST    R0++, R15
90003c08		11                  	99                  	ST    R0++, R18
90003c0a		11                  	99                  	ST    R0++, R20
90003c0c		11                  	99                  	ST    R0++, R21
90003c0e		11                  	99                  	ST    R0++, R22
90003c10		11                  	99                  	STX   R17, R2, 0x0
90003c14		11                  	99                  	STX   R17, R3, 0xfffc
90003c18		11                  	99                  	STX   R17, R4, 0xfff8
90003c1c		11                  	99                  	STX   R17, R5, 0xfff4
90003c20		11                  	299                 	STX   R17, R6, 0xfff0
90003c24		11                  	2321                	LDX   R17, R11, 0xfff0
90003c28		11                  	33                  	MOVC  0, R10
90003c2a		11                  	33                  	COMP  R10, R11
90003c2c		11                  	132                 	JMP   R31, JNE, 0x000031fc
90003c4c		11                  	2521                	LDX   R17, R20, 0xfff0
90003c50		11                  	33                  	MOVC  0, R22
