InstAddress		Total_Execution	Total_Cycles	Instruction
90002dd0		16                  	144                 	MUL   R30, R9, 0x24
90002dd4		16                  	48                  	MOV   R10, R8
90002dd6		16                  	48                  	ADD   R9, R8
90002dd8		16                  	48                  	MOV   R23, R11
90002dda		16                  	144                 	MUL   R30, R11, 0x24
90002dde		16                  	48                  	ADD   R11, R10
90002de0		16                  	328                 	ST    R8, R10
90002de2		16                  	64                  	ADDX  R22, R22, 0x1
90002de6		16                  	64                  	COMP  R30, R22, 0x10
90002dea		16                  	169                 	JMP   R31, JL, 0x00002366
90002df0		1                   	3                   	MOV   R19, R11
90002df2		1                   	4                   	ADD   R31, R11, 0x00008204
90002df8		1                   	3                   	MOV   R19, R10
90002dfa		1                   	4                   	ADD   R31, R10, 0x000082ac
90002e00		1                   	208                 	ST    R11, R10
90002e02		1                   	3                   	MOV   R19, R11
90002e04		1                   	5                   	ADD   R31, R11, 0x00008208
90002e0a		1                   	3                   	MOV   R19, R10
90002e0c		1                   	5                   	ADD   R31, R10, 0x000082ac
90002e12		1                   	8                   	ST    R11, R10
90002e14		1                   	3                   	MOV   R29, R2
90002e16		1                   	5                   	ADD   R31, R2, 0x0000101b
90002e1c		1                   	3                   	MOV   R29, R3
90002e1e		1                   	205                 	ADD   R31, R3, 0x00001019
90002e24		1                   	13                  	JSR   R31, JMP, 0x000010cc
90002e2a		1                   	3                   	MOV   R19, R10
90002e2c		1                   	5                   	ADD   R31, R10, 0x000084f4
90002e32		1                   	8                   	ST    R10, R23
90002e34		1                   	3                   	MOV   R29, R2
90002e36		1                   	5                   	ADD   R31, R2, 0x00001010
90002e3c		1                   	3                   	MOV   R29, R3
90002e3e		1                   	205                 	ADD   R31, R3, 0x0000100e
90002e44		1                   	13                  	JSR   R31, JMP, 0x000010cc
90002e4a		1                   	3                   	MOV   R19, R10
90002e4c		1                   	5                   	ADD   R31, R10, 0x000084f0
90002e52		1                   	8                   	ST    R10, R23
90002e54		1                   	3                   	MOV   R29, R2
90002e56		1                   	5                   	ADD   R31, R2, 0x00001005
90002e5c		1                   	3                   	MOV   R29, R3
90002e5e		1                   	205                 	ADD   R31, R3, 0x0000100e
90002e64		1                   	13                  	JSR   R31, JMP, 0x000010cc
90002e6a		1                   	3                   	MOV   R19, R10
90002e6c		1                   	5                   	ADD   R31, R10, 0x000084ec
90002e72		1                   	8                   	ST    R10, R23
90002e74		1                   	3                   	MOV   R19, R2
90002e76		1                   	5                   	ADD   R31, R2, 0x00008210
90002e7c		1                   	213                 	JSR   R31, JMP, 0x00002988
90002e82		1                   	9                   	STX   R1, R23, 0xffe4
90002e86		1                   	211                 	LDX   R1, R11, 0xffe4
90002e8a		1                   	3                   	COMPC 0, R11
90002e8c		1                   	12                  	JMP   R31, JGE, 0x00002462
90002eb2		1                   	203                 	MOV   R19, R11
90002eb4		1                   	5                   	ADD   R31, R11, 0x0000820c
90002eba		1                   	3                   	MOVC  2, R10
90002ebc		1                   	8                   	ST    R11, R10
90002ebe		1                   	212                 	JMP   R31, JMP, 0x000024ac
90002efc		1                   	203                 	MOV   R19, R11
90002efe		1                   	205                 	ADD   R31, R11, 0x0000820c
90002f04		1                   	210                 	LD    R11, R11
90002f06		1                   	3                   	COMPC 0, R11
90002f08		1                   	4                   	JMP   R31, JE, 0x000024c6
90002f0e		1                   	3                   	MOVC  0, R21
90002f10		1                   	11                  	JMP   R31, JMP, 0x000024c8
90002f18		1                   	3                   	MOV   R21, R23
90002f1a		1                   	211                 	LD    --R0, R22
90002f1c		1                   	211                 	LD    --R0, R21
90002f1e		1                   	3                   	MOV   R17, R1
90002f20		1                   	411                 	LD    --R0, R17
90002f22		1                   	211                 	LD    --R0, R16
90002f24		1                   	11                  	JMP   R16, JMP
90002f26		6                   	254                 	ST    R0++, R16
90002f28		6                   	72                  	JSR   R31, JMP, 0x000024e4
90002f2e		6                   	1266                	LD    --R0, R16
90002f30		6                   	1266                	LD    --R1, R23
90002f32		6                   	66                  	JMP   R16, JMP
90002f34		6                   	54                  	ST    R0++, R9
90002f36		6                   	54                  	ST    R0++, R23
90002f38		6                   	24                  	MOV   R31, R23, 0x80100000
90002f3e		6                   	54                  	ST    R0++, R16
90002f40		6                   	254                 	ST    R1++, R23
90002f42		6                   	72                  	JSR   R31, JMP, 0x00002bc6
90002f48		6                   	1266                	LD    --R0, R16
90002f4a		6                   	1266                	LD    --R1, R9
90002f4c		6                   	24                  	ADD   R30, R9, 0x10
90002f50		6                   	1260                	LD    R9, R23
90002f52		6                   	24                  	AND   R30, R23, 0xf0
90002f56		6                   	30                  	SRA   4, R23
90002f58		6                   	54                  	ST    R1++, R23
90002f5a		6                   	1266                	LD    --R0, R23
90002f5c		6                   	1266                	LD    --R0, R9
90002f5e		6                   	66                  	JMP   R16, JMP
90002f60		2                   	418                 	ST    R0++, R16
90002f62		2                   	24                  	JSR   R31, JMP, 0x0000251e
90002f68		2                   	422                 	LD    --R0, R16
90002f6a		2                   	422                 	LD    --R1, R23
90002f6c		2                   	22                  	JMP   R16, JMP
90002f6e		2                   	18                  	ST    R0++, R8
90002f70		2                   	18                  	ST    R0++, R9
90002f72		2                   	18                  	ST    R0++, R10
90002f74		2                   	18                  	ST    R0++, R23
90002f76		2                   	6                   	MOV   R19, R9
90002f78		2                   	8                   	ADD   R31, R9, 0x000084fc
90002f7e		2                   	6                   	MSG   S1, R10
90002f80		2                   	404                 	CPSW, 9
90002f82		2                   	420                 	LD    R9, R8
90002f84		2                   	6                   	COMPC 0, R8
90002f86		2                   	17                  	JMP   R31, JE, 0x0000254c
90002f8c		1                   	3                   	MOV   R19, R9
90002f8e		1                   	5                   	ADD   R31, R9, 0x000084f8
90002f94		1                   	210                 	LD    R9, R23
90002f96		1                   	12                  	JMP   R31, JMP, 0x00002580
90002f9c		1                   	205                 	MOV   R31, R8, 0x80100000
90002fa2		1                   	9                   	ST    R0++, R16
90002fa4		1                   	9                   	ST    R1++, R8
90002fa6		1                   	13                  	JSR   R31, JMP, 0x00002bc6
90002fac		1                   	211                 	LD    --R0, R16
90002fae		1                   	211                 	LD    --R1, R9
90002fb0		1                   	4                   	ADD   R30, R9, 0x10
90002fb4		1                   	210                 	LD    R9, R23
90002fb6		1                   	4                   	AND   R30, R23, 0xf
90002fba		1                   	3                   	MOV   R19, R9
90002fbc		1                   	205                 	ADD   R31, R9, 0x000084f8
90002fc2		1                   	8                   	ST    R9, R23
90002fc4		1                   	3                   	MOV   R19, R9
90002fc6		1                   	5                   	ADD   R31, R9, 0x000084fc
90002fcc		1                   	3                   	MOVC  1, R8
90002fce		1                   	8                   	ST    R9, R8
90002fd0		2                   	208                 	AND   R30, R10, 0x200
90002fd4		2                   	24                  	JMP   R31, JE, 0x0000258c
90002fdc		2                   	18                  	ST    R1++, R23
90002fde		2                   	422                 	LD    --R0, R23
90002fe0		2                   	822                 	LD    --R0, R10
90002fe2		2                   	422                 	LD    --R0, R9
90002fe4		2                   	422                 	LD    --R0, R8
90002fe6		2                   	22                  	JMP   R16, JMP
900032e0		2                   	218                 	ST    R0++, R12
900032e2		2                   	18                  	ST    R0++, R13
900032e4		2                   	18                  	ST    R0++, R14
900032e6		2                   	18                  	ST    R0++, R5
900032e8		2                   	18                  	ST    R0++, R6
900032ea		2                   	18                  	ST    R0++, R7
900032ec		2                   	18                  	ST    R0++, R8
900032ee		2                   	18                  	ST    R0++, R9
900032f0		2                   	18                  	ST    R0++, R10
900032f2		2                   	18                  	ST    R0++, R15
900032f4		2                   	10                  	MOV   R31, R9, 0x80080000
900032fa		2                   	18                  	ST    R0++, R16
900032fc		2                   	18                  	ST    R1++, R9
900032fe		2                   	226                 	JSR   R31, JMP, 0x00002b8e
90003304		2                   	422                 	LD    --R0, R16
90003306		2                   	422                 	LD    --R1, R12
90003308		2                   	8                   	AND   R31, R12, 0xfffc0000
9000330e		2                   	10                  	ADD   R31, R12, 0x00020000
90003314		2                   	6                   	MSG   S1, R15
90003316		2                   	4                   	CPSW, 9
90003318		2                   	120                 	LD    R12, R9
9000331a		2                   	6                   	COMPC 1, R9
9000331c		2                   	224                 	JMP   R31, JNE, 0x000028da
9000332a		2                   	6                   	MOV   R19, R13
9000332c		2                   	10                  	ADD   R31, R13, 0x00008500
90003332		2                   	422                 	LD    R13++, R6
90003334		2                   	422                 	LD    R13++, R7
90003336		2                   	6                   	ADDC  -8, R13
90003338		2                   	6                   	MOVC  0, R5
9000333a		2                   	6                   	MOV   R12, R14
9000333c		2                   	6                   	MOVC  0, R8
9000333e		2                   	6                   	COMPC 2, R8
90003340		2                   	208                 	JMP   R31, JGE, 0x0000295a
90003346		2                   	6                   	COMPC 0, R8
90003348		2                   	22                  	JMP   R31, JLE, 0x00002908
90003358		5                   	15                  	ADDC  1, R5
9000335a		5                   	20                  	COMP  R30, R5, 0x20
9000335e		5                   	260                 	JMP   R31, JL, 0x00002930
90003380		5                   	215                 	MOV   R6, R9
90003382		5                   	15                  	MOVC  1, R10
90003384		5                   	25                  	SLLR  R5, R10
90003386		5                   	15                  	AND   R10, R9
90003388		5                   	15                  	COMPC 0, R9
9000338a		5                   	41                  	JMP   R31, JNE, 0x0000294c
90003390		2                   	22                  	JMP   R31, JMP, 0x0000295a
9000339c		3                   	236                 	JMP   R31, JMP, 0x00002908
900033aa		2                   	6                   	OR    R10, R6
900033ac		2                   	16                  	ST    R13, R6
900033ae		2                   	10                  	SLL   5, R5
900033b0		2                   	6                   	ADD   R5, R14
900033b2		2                   	8                   	AND   R30, R15, 0x200
900033b6		2                   	24                  	JMP   R31, JE, 0x0000296e
900033be		2                   	16                  	ST    R12, R9
900033c0		2                   	18                  	ST    R1++, R14
900033c2		2                   	422                 	LD    --R0, R15
900033c4		2                   	422                 	LD    --R0, R10
900033c6		2                   	422                 	LD    --R0, R9
900033c8		2                   	422                 	LD    --R0, R8
900033ca		2                   	422                 	LD    --R0, R7
900033cc		2                   	422                 	LD    --R0, R6
900033ce		2                   	422                 	LD    --R0, R5
900033d0		2                   	422                 	LD    --R0, R14
900033d2		2                   	422                 	LD    --R0, R13
900033d4		2                   	422                 	LD    --R0, R12
900033d6		2                   	22                  	JMP   R16, JMP
900033d8		2                   	218                 	ST    R0++, R16
900033da		2                   	24                  	JSR   R31, JMP, 0x00002890
900033e0		2                   	622                 	LD    --R0, R16
900033e2		2                   	422                 	LD    --R1, R8
900033e4		2                   	6                   	MOV   R8, R23
900033e6		2                   	6                   	COMPC -1, R23
900033e8		2                   	22                  	JMP   R31, JNE, 0x000029a4
900033f4		2                   	18                  	STX   R2, R8, 0x0
900033f8		2                   	8                   	MOV   R31, R10, 0x80080000
900033fe		2                   	18                  	ST    R0++, R16
90003400		2                   	218                 	ST    R1++, R10
90003402		2                   	24                  	JSR   R31, JMP, 0x00002b8e
90003408		2                   	422                 	LD    --R0, R16
9000340a		2                   	422                 	LD    --R1, R9
9000340c		2                   	10                  	AND   R31, R9, 0xfffc0000
90003412		2                   	8                   	ADD   R31, R9, 0x00020000
90003418		2                   	6                   	MOV   R8, R23
9000341a		2                   	6                   	SUB   R9, R23
9000341c		2                   	10                  	SRA   5, R23
9000341e		2                   	218                 	STX   R2, R23, 0x4
90003422		2                   	22                  	JMP   R16, JMP
900034ce		3                   	427                 	ST    R0++, R10
900034d0		3                   	633                 	LD    --R1, R10
900034d2		3                   	27                  	ST    R0++, R5
900034d4		3                   	27                  	ST    R0++, R6
900034d6		3                   	9                   	MSG   S1, R6
900034d8		3                   	6                   	CPSW, 9
900034da		3                   	180                 	LD    R10, R5
900034dc		3                   	9                   	COMPC 1, R5
900034de		3                   	436                 	JMP   R31, JNE, 0x00002a9c
900034ec		3                   	12                  	AND   R30, R6, 0x200
900034f0		3                   	33                  	JMP   R31, JE, 0x00002aa8
900034f8		3                   	633                 	LD    --R0, R6
900034fa		3                   	633                 	LD    --R0, R5
900034fc		3                   	633                 	LD    --R0, R10
900034fe		3                   	33                  	JMP   R16, JMP
90003500		10                  	230                 	MSG   S1, R9
90003502		10                  	20                  	CPSW, 9
90003504		10                  	600                 	LD    R2, R8
90003506		10                  	30                  	COMPC 1, R8
90003508		10                  	110                 	JMP   R31, JNE, 0x00002ac6
90003516		10                  	40                  	AND   R30, R9, 0x200
9000351a		10                  	110                 	JMP   R31, JE, 0x00002ad2
90003522		10                  	110                 	JMP   R16, JMP
90003524		3                   	227                 	ST    R0++, R10
90003526		3                   	633                 	LD    --R1, R10
90003528		3                   	24                  	ST    R10, R10
9000352a		3                   	633                 	LD    --R0, R10
9000352c		3                   	33                  	JMP   R16, JMP
9000352e		10                  	80                  	ST    R2, R2
90003530		10                  	110                 	JMP   R16, JMP
90003532		3                   	212                 	MOV   R31, R8, 0x80080000
90003538		3                   	27                  	ST    R0++, R16
9000353a		3                   	27                  	ST    R1++, R8
9000353c		3                   	439                 	JSR   R31, JMP, 0x00002b8e
90003542		3                   	633                 	LD    --R0, R16
90003544		3                   	633                 	LD    --R1, R9
90003546		3                   	15                  	MOV   R31, R8, 0xfffc0000
9000354c		3                   	9                   	AND   R8, R9
9000354e		3                   	15                  	ADD   R31, R9, 0x00020000
90003554		3                   	9                   	ADDC  0, R9
90003556		3                   	27                  	ST    R0++, R16
90003558		3                   	27                  	ST    R1++, R9
9000355a		3                   	36                  	JSR   R31, JMP, 0x00002a7e
90003560		3                   	833                 	LD    --R0, R16
90003562		3                   	33                  	JMP   R16, JMP
90003564		3                   	215                 	MOV   R31, R8, 0x80080000
9000356a		3                   	27                  	ST    R0++, R16
9000356c		3                   	27                  	ST    R1++, R8
9000356e		3                   	39                  	JSR   R31, JMP, 0x00002b8e
90003574		3                   	633                 	LD    --R0, R16
90003576		3                   	633                 	LD    --R1, R9
90003578		3                   	12                  	MOV   R31, R8, 0xfffc0000
9000357e		3                   	9                   	AND   R8, R9
90003580		3                   	212                 	ADD   R31, R9, 0x00020000
90003586		3                   	9                   	ADDC  0, R9
90003588		3                   	27                  	ST    R0++, R16
9000358a		3                   	27                  	ST    R1++, R9
9000358c		3                   	39                  	JSR   R31, JMP, 0x00002ad4
90003592		3                   	633                 	LD    --R0, R16
90003594		3                   	33                  	JMP   R16, JMP
90003596		10                  	290                 	ST    R0++, R16
90003598		10                  	90                  	ST    R1++, R2
9000359a		10                  	90                  	ST    R1++, R3
9000359c		10                  	330                 	JSR   R31, JMP, 0x00002b56
900035a2		10                  	2110                	LD    --R0, R16
900035a4		10                  	110                 	JMP   R16, JMP
900035a6		10                  	90                  	ST    R0++, R2
900035a8		10                  	90                  	ST    R0++, R3
900035aa		10                  	2110                	LD    --R1, R3
900035ac		10                  	2110                	LD    --R1, R2
900035ae		10                  	90                  	ST    R0++, R8
900035b0		10                  	30                  	MSG   S1, R8
900035b2		10                  	20                  	SPSW, 21
900035b4		10                  	90                  	ST    R2++, R3
900035b6		10                  	230                 	ADDC  -4, R2
900035b8		10                  	40                  	AND   R31, R8, 0x00200000
900035be		10                  	50                  	JMP   R31, JNE, 0x00002b76
900035c4		10                  	220                 	CPSW, 21
900035c6		10                  	2110                	LD    --R0, R8
900035c8		10                  	2110                	LD    --R0, R3
900035ca		10                  	2110                	LD    --R0, R2
900035cc		10                  	110                 	JMP   R16, JMP
900035de		17                  	353                 	ST    R0++, R2
900035e0		17                  	3987                	LD    --R1, R2
900035e2		17                  	153                 	ST    R0++, R8
900035e4		17                  	153                 	ST    R0++, R10
900035e6		17                  	51                  	MSG   S1, R8
900035e8		17                  	34                  	SPSW, 21
900035ea		17                  	187                 	LD    R2++, R10
900035ec		17                  	51                  	ADDC  -4, R2
900035ee		17                  	85                  	AND   R31, R8, 0x00200000
900035f4		17                  	85                  	JMP   R31, JNE, 0x00002bac
900035fa		17                  	34                  	CPSW, 21
900035fc		17                  	153                 	ST    R1++, R10
900035fe		17                  	3587                	LD    --R0, R10
90003600		17                  	3987                	LD    --R0, R8
90003602		17                  	3587                	LD    --R0, R2
90003604		17                  	187                 	JMP   R16, JMP
90003616		7                   	63                  	ST    R0++, R2
90003618		7                   	1477                	LD    --R1, R2
9000361a		7                   	63                  	ST    R0++, R9
9000361c		7                   	63                  	ST    R0++, R16
9000361e		7                   	63                  	ST    R1++, R2
90003620		7                   	284                 	JSR   R31, JMP, 0x00002b8e
90003626		7                   	1477                	LD    --R0, R16
90003628		7                   	1477                	LD    --R1, R9
9000362a		7                   	28                  	AND   R31, R9, 0xfffc0000
90003630		7                   	63                  	ST    R1++, R9
90003632		7                   	1477                	LD    --R0, R9
90003634		7                   	1477                	LD    --R0, R2
90003636		7                   	77                  	JMP   R16, JMP
90004014		1                   	209                 	ST    R0++, R16
90004016		1                   	9                   	ST    R0++, R17
90004018		1                   	3                   	MOV   R1, R17
9000401a		1                   	4                   	ADD   R30, R1, 0x1c
9000401e		1                   	9                   	ST    R0++, R20
90004020		1                   	209                 	ST    R0++, R21
90004022		1                   	9                   	ST    R0++, R22
90004024		1                   	3                   	MOVC  0, R20
90004026		1                   	3                   	MOV   R29, R2
90004028		1                   	4                   	ADD   R31, R2, 0x00001070
9000402e		1                   	4                   	MOV   R30, R3, 0x80
90004032		1                   	12                  	JSR   R31, JMP, 0x00001f88
90004038		1                   	3                   	MOVC  0, R21
9000403a		128                 	384                 	MOVC  0, R22
9000403c		16384               	49152               	MOV   R19, R11
9000403e		16384               	82120               	ADD   R31, R11, 0x00008bfc
90004044		16384               	49152               	MOV   R21, R10
90004046		16384               	147456              	MUL   R30, R10, 0x200
9000404a		16384               	49152               	ADD   R10, R11
9000404c		16384               	49152               	MOV   R22, R10
9000404e		16384               	131072              	MULC  4, R10
90004050		16384               	49152               	ADD   R10, R11
90004052		16384               	49152               	MOV   R19, R10
90004054		16384               	81920               	ADD   R31, R10, 0x00008518
9000405a		16384               	49152               	MOV   R22, R9
9000405c		16384               	49152               	ADD   R20, R9
9000405e		16384               	131072              	MULC  4, R9
90004060		16384               	49352               	ADD   R9, R10
90004062		16384               	3440640             	LD    R10, R10
90004064		16384               	131072              	ST    R11, R10
90004066		16384               	65536               	ADDX  R22, R22, 0x1
9000406a		16384               	65536               	COMP  R30, R22, 0x80
9000406e		16384               	195712              	JMP   R31, JL, 0x000035ec
90004074		128                 	512                 	ADDX  R21, R21, 0x1
90004078		128                 	512                 	ADDX  R20, R20, 0x1
9000407c		128                 	512                 	COMP  R30, R21, 0x80
90004080		128                 	1601                	JMP   R31, JL, 0x000035ea
90004086		1                   	211                 	LD    --R0, R22
90004088		1                   	211                 	LD    --R0, R21
9000408a		1                   	211                 	LD    --R0, R20
9000408c		1                   	3                   	MOV   R17, R1
9000408e		1                   	211                 	LD    --R0, R17
90004090		1                   	211                 	LD    --R0, R16
90004092		1                   	11                  	JMP   R16, JMP
90004094		1                   	9                   	ST    R0++, R16
90004096		1                   	9                   	ST    R0++, R17
90004098		1                   	3                   	MOV   R1, R17
9000409a		1                   	4                   	ADD   R30, R1, 0x24
9000409e		1                   	9                   	ST    R0++, R20
900040a0		1                   	209                 	ST    R0++, R21
900040a2		1                   	9                   	ST    R0++, R22
900040a4		1                   	3                   	MOVC  0, R21
900040a6		1                   	3                   	MOVC  0, R22
900040a8		1                   	3                   	MOVC  0, R20
900040aa		1                   	3                   	MOV   R29, R2
900040ac		1                   	5                   	ADD   R31, R2, 0x00001051
900040b2		1                   	12                  	JSR   R31, JMP, 0x00001f88
900040b8		1                   	3                   	MOVC  0, R20
900040ba		128                 	512                 	ADDX  R20, R22, 0x1
900040be		128                 	1736                	JMP   R31, JMP, 0x000036aa
900040c4		8128                	24384               	MOV   R19, R11
900040c6		8128                	40640               	ADD   R31, R11, 0x00008bfc
900040cc		8128                	24384               	MOV   R20, R10
900040ce		8128                	73152               	MUL   R30, R10, 0x200
900040d2		8128                	24384               	ADD   R10, R11
900040d4		8128                	24384               	MOV   R22, R10
900040d6		8128                	65024               	MULC  4, R10
900040d8		8128                	24384               	MOV   R11, R9
900040da		8128                	24384               	ADD   R10, R9
900040dc		8128                	73152               	STX   R1, R9, 0xffe0
900040e0		8128                	1706880             	LD    R9, R8
900040e2		8128                	24384               	MOV   R20, R10
900040e4		8128                	65024               	MULC  4, R10
900040e6		8128                	24384               	ADD   R10, R11
900040e8		8128                	1706880             	LD    R11, R9
900040ea		8128                	97536               	JSR   R31, JMP, 0x00000078
900040f0		8128                	1715008             	LDX   R1, R11, 0xffe0
900040f4		8128                	65024               	ST    R11, R23
900040f6		8128                	32512               	ADDX  R22, R22, 0x1
900040fa		8256                	33224               	COMP  R30, R22, 0x80
900040fe		8256                	98376               	JMP   R31, JL, 0x00003674
90004104		128                 	512                 	ADDX  R20, R21, 0x1
90004108		128                 	1408                	JMP   R31, JMP, 0x00003722
9000410e		8128                	32512               	ADDX  R20, R22, 0x1
90004112		8128                	89408               	JMP   R31, JMP, 0x00003714
90004118		690880              	2072640             	MOV   R19, R11
9000411a		690880              	2763520             	ADD   R31, R11, 0x00008bfc
90004120		690880              	2072840             	MOV   R21, R10
90004122		690880              	6217920             	MUL   R30, R10, 0x200
90004126		690880              	2072640             	MOV   R11, R9
90004128		690880              	2072640             	ADD   R10, R9
9000412a		690880              	2072640             	MOV   R22, R10
9000412c		690880              	5527040             	MULC  4, R10
9000412e		690880              	6217920             	STX   R1, R10, 0xffe0
90004132		690880              	2072640             	MOV   R9, R8
90004134		690880              	2072640             	ADD   R10, R8
90004136		690880              	6217920             	STX   R1, R8, 0xffe4
9000413a		690880              	145084800           	LD    R8, R10
9000413c		690880              	2072640             	MOV   R20, R8
9000413e		690880              	5527040             	MULC  4, R8
90004140		690880              	2072840             	ADD   R8, R9
90004142		690880              	145084800           	LD    R9, R9
90004144		690880              	2072640             	MOV   R20, R8
90004146		690880              	6217920             	MUL   R30, R8, 0x200
9000414a		690880              	2072640             	ADD   R8, R11
9000414c		690880              	145775680           	LDX   R1, R8, 0xffe0
90004150		690880              	2072640             	ADD   R8, R11
90004152		690880              	145084800           	LD    R11, R11
90004154		690880              	6908800             	FMUL  R11, R9
90004156		690880              	2072640             	MOV   R10, R11
90004158		690880              	5527040             	FSUB  R9, R11
9000415a		690880              	145775680           	LDX   R1, R10, 0xffe4
9000415e		690880              	5527040             	ST    R10, R11
90004160		690880              	2763520             	ADDX  R22, R22, 0x1
90004164		699008              	2796032             	COMP  R30, R22, 0x80
90004168		699008              	7632192             	JMP   R31, JL, 0x000036c8
9000416e		8128                	32512               	ADDX  R21, R21, 0x1
90004172		8256                	33224               	COMP  R30, R21, 0x80
90004176		8256                	98176               	JMP   R31, JL, 0x000036be
9000417c		128                 	512                 	ADDX  R20, R20, 0x1
90004180		128                 	712                 	COMP  R30, R20, 0x80
90004184		128                 	1529                	JMP   R31, JL, 0x0000366a
9000418a		1                   	211                 	LD    --R0, R22
9000418c		1                   	211                 	LD    --R0, R21
9000418e		1                   	211                 	LD    --R0, R20
90004190		1                   	3                   	MOV   R17, R1
90004192		1                   	211                 	LD    --R0, R17
90004194		1                   	211                 	LD    --R0, R16
90004196		1                   	11                  	JMP   R16, JMP
9000420a		1                   	212                 	JSR   R31, JMP, 0x00000000
90004210		1                   	209                 	ST    R0++, R16
90004212		1                   	9                   	ST    R0++, R17
90004214		1                   	3                   	MOV   R1, R17
90004216		1                   	4                   	ADD   R30, R1, 0x1c
9000421a		1                   	12                  	JSR   R31, JMP, 0x000035c4
90004220		1                   	212                 	JSR   R31, JMP, 0x00003644
90004226		1                   	3                   	MOV   R29, R2
90004228		1                   	4                   	ADD   R31, R2, 0x00001036
9000422e		1                   	13                  	JSR   R31, JMP, 0x00001f88
90004234		1                   	3                   	MOV   R17, R1
90004236		1                   	211                 	LD    --R0, R17
90004238		1                   	211                 	LD    --R0, R16
9000423a		1                   	11                  	JMP   R31, JMP, 0x00000026
